,title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,original_df,kmean_cluster,db_cluster
77,Several Odd Moments,Stereo De Luxe,35FOlHWYyOXeD6iVyyk9KE,0.45,0.233,0.0,-17.887,1.0,0.0345,0.788,0.808,0.0822,0.294,143.003,audio_features,35FOlHWYyOXeD6iVyyk9KE,spotify:track:35FOlHWYyOXeD6iVyyk9KE,https://api.spotify.com/v1/tracks/35FOlHWYyOXeD6iVyyk9KE,https://api.spotify.com/v1/audio-analysis/35FOlHWYyOXeD6iVyyk9KE,294693.0,4.0,not_hot,10,-1
78,Usema Yedwa,Ladysmith Black Mambazo,1kgv9UiOdsrRaIoNGprvxw,0.36,0.145,10.0,-18.436,0.0,0.115,0.969,0.0,0.271,0.485,81.613,audio_features,1kgv9UiOdsrRaIoNGprvxw,spotify:track:1kgv9UiOdsrRaIoNGprvxw,https://api.spotify.com/v1/tracks/1kgv9UiOdsrRaIoNGprvxw,https://api.spotify.com/v1/audio-analysis/1kgv9UiOdsrRaIoNGprvxw,274067.0,4.0,not_hot,7,-1
79,Perfect World,Richi M.,1QhpilbZHay4zqXmx5TGS1,0.671,0.988,10.0,-6.142,0.0,0.0356,0.0246,0.728,0.0883,0.744,141.992,audio_features,1QhpilbZHay4zqXmx5TGS1,spotify:track:1QhpilbZHay4zqXmx5TGS1,https://api.spotify.com/v1/tracks/1QhpilbZHay4zqXmx5TGS1,https://api.spotify.com/v1/audio-analysis/1QhpilbZHay4zqXmx5TGS1,249867.0,4.0,not_hot,6,0
81,Snap Your Finger,Teena Marie,2TwS1flhg1y2mvOHTvlnKj,0.744,0.833,1.0,-7.48,0.0,0.0664,0.292,1.89e-06,0.0297,0.888,112.939,audio_features,2TwS1flhg1y2mvOHTvlnKj,spotify:track:2TwS1flhg1y2mvOHTvlnKj,https://api.spotify.com/v1/tracks/2TwS1flhg1y2mvOHTvlnKj,https://api.spotify.com/v1/audio-analysis/2TwS1flhg1y2mvOHTvlnKj,305427.0,4.0,not_hot,3,0
82,Nothing At All (new mix),Third Day,5y5DEU9FPdt5CcnwW1CwKa,0.184,0.92,7.0,-4.205,1.0,0.069,0.028,6.67e-05,0.232,0.602,173.106,audio_features,5y5DEU9FPdt5CcnwW1CwKa,spotify:track:5y5DEU9FPdt5CcnwW1CwKa,https://api.spotify.com/v1/tracks/5y5DEU9FPdt5CcnwW1CwKa,https://api.spotify.com/v1/audio-analysis/5y5DEU9FPdt5CcnwW1CwKa,264827.0,3.0,not_hot,13,1
83,Bent,Bill Anschell,5pmlYH6xLMrIxGeCIPS6Vk,0.51,0.428,10.0,-9.902,1.0,0.0331,0.554,0.0258,0.0915,0.163,144.678,audio_features,5pmlYH6xLMrIxGeCIPS6Vk,spotify:track:5pmlYH6xLMrIxGeCIPS6Vk,https://api.spotify.com/v1/tracks/5pmlYH6xLMrIxGeCIPS6Vk,https://api.spotify.com/v1/audio-analysis/5pmlYH6xLMrIxGeCIPS6Vk,375427.0,4.0,not_hot,0,0
84,Flesh And Blood,Mary Black,60N7leQMpfQ5wwiBdhrAzg,0.74,0.581,9.0,-8.211,1.0,0.0309,0.536,0.0,0.08,0.562,120.164,audio_features,60N7leQMpfQ5wwiBdhrAzg,spotify:track:60N7leQMpfQ5wwiBdhrAzg,https://api.spotify.com/v1/tracks/60N7leQMpfQ5wwiBdhrAzg,https://api.spotify.com/v1/audio-analysis/60N7leQMpfQ5wwiBdhrAzg,245267.0,4.0,not_hot,2,0
85,Hawk Circle,Will Ackerman,56qbzJdX22AEeSwt127Lgo,0.347,0.176,3.0,-14.195,0.0,0.0334,0.901,0.942,0.105,0.0323,100.858,audio_features,56qbzJdX22AEeSwt127Lgo,spotify:track:56qbzJdX22AEeSwt127Lgo,https://api.spotify.com/v1/tracks/56qbzJdX22AEeSwt127Lgo,https://api.spotify.com/v1/audio-analysis/56qbzJdX22AEeSwt127Lgo,306773.0,4.0,not_hot,4,0
86,Doba s tebou,Dan Barta,5PZYkEsWVm06EZuvlVRd6i,0.707,0.624,9.0,-8.506,1.0,0.0599,0.482,1.46e-05,0.0597,0.485,104.964,audio_features,5PZYkEsWVm06EZuvlVRd6i,spotify:track:5PZYkEsWVm06EZuvlVRd6i,https://api.spotify.com/v1/tracks/5PZYkEsWVm06EZuvlVRd6i,https://api.spotify.com/v1/audio-analysis/5PZYkEsWVm06EZuvlVRd6i,211160.0,3.0,not_hot,3,0
87,Move In Closer (85 Version),The Monroes,1kJIqIIYEMtLJ4eH6jZ16S,0.675,0.916,9.0,-4.093,1.0,0.0267,0.101,0.00168,0.208,0.918,132.639,audio_features,1kJIqIIYEMtLJ4eH6jZ16S,spotify:track:1kJIqIIYEMtLJ4eH6jZ16S,https://api.spotify.com/v1/tracks/1kJIqIIYEMtLJ4eH6jZ16S,https://api.spotify.com/v1/audio-analysis/1kJIqIIYEMtLJ4eH6jZ16S,281400.0,4.0,not_hot,5,0
88,If Ever I Would Leave You,John Gary,2X1maohOYF0mQOktCr8zcO,0.187,0.332,10.0,-11.092,1.0,0.0345,0.956,5.91e-06,0.0789,0.0757,169.478,audio_features,2X1maohOYF0mQOktCr8zcO,spotify:track:2X1maohOYF0mQOktCr8zcO,https://api.spotify.com/v1/tracks/2X1maohOYF0mQOktCr8zcO,https://api.spotify.com/v1/audio-analysis/2X1maohOYF0mQOktCr8zcO,170040.0,4.0,not_hot,0,1
90,Soopaman Luva 5 (Part II),Redman,1tTanXuNQcKrP77h9HBRkp,0.831,0.704,2.0,-5.064,1.0,0.414,0.0849,0.0,0.582,0.81,91.695,audio_features,1tTanXuNQcKrP77h9HBRkp,spotify:track:1tTanXuNQcKrP77h9HBRkp,https://api.spotify.com/v1/tracks/1tTanXuNQcKrP77h9HBRkp,https://api.spotify.com/v1/audio-analysis/1tTanXuNQcKrP77h9HBRkp,199893.0,4.0,not_hot,8,0
91,Deeply Purple,Mike Danis,6wL0yUIZhwRxOXnncYFPHy,0.522,0.714,8.0,-7.774,1.0,0.0513,0.00288,0.911,0.108,0.178,135.98,audio_features,6wL0yUIZhwRxOXnncYFPHy,spotify:track:6wL0yUIZhwRxOXnncYFPHy,https://api.spotify.com/v1/tracks/6wL0yUIZhwRxOXnncYFPHy,https://api.spotify.com/v1/audio-analysis/6wL0yUIZhwRxOXnncYFPHy,448235.0,4.0,not_hot,12,0
92,Juego De Seduccion,Lucybell,3JPM0lrKqQ9bPVBGkl3pZ3,0.526,0.854,10.0,-5.514,0.0,0.0272,8.37e-05,0.258,0.349,0.571,100.927,audio_features,3JPM0lrKqQ9bPVBGkl3pZ3,spotify:track:3JPM0lrKqQ9bPVBGkl3pZ3,https://api.spotify.com/v1/tracks/3JPM0lrKqQ9bPVBGkl3pZ3,https://api.spotify.com/v1/audio-analysis/3JPM0lrKqQ9bPVBGkl3pZ3,223000.0,4.0,not_hot,1,0
93,Hoy Quiero Confesarme,Isabel Pantoja,5wI6PpGIGw25jewhrbnxWG,0.303,0.36,5.0,-11.979,1.0,0.0512,0.486,0.0,0.372,0.559,76.992,audio_features,5wI6PpGIGw25jewhrbnxWG,spotify:track:5wI6PpGIGw25jewhrbnxWG,https://api.spotify.com/v1/tracks/5wI6PpGIGw25jewhrbnxWG,https://api.spotify.com/v1/audio-analysis/5wI6PpGIGw25jewhrbnxWG,289293.0,4.0,not_hot,7,0
94,Secret Society,Radium,5nIa4w6W0DifBqN5yisO9N,0.535,0.993,5.0,-4.967,1.0,0.0801,6.92e-05,0.621,0.327,0.248,111.483,audio_features,5nIa4w6W0DifBqN5yisO9N,spotify:track:5nIa4w6W0DifBqN5yisO9N,https://api.spotify.com/v1/tracks/5nIa4w6W0DifBqN5yisO9N,https://api.spotify.com/v1/audio-analysis/5nIa4w6W0DifBqN5yisO9N,286413.0,4.0,not_hot,12,0
95,dancing in the summerwind,No Mercy,5t8tw4qgpPcdBSXBS1rrG1,0.808,0.853,0.0,-6.036,1.0,0.0355,0.0642,0.0261,0.026,0.977,116.998,audio_features,5t8tw4qgpPcdBSXBS1rrG1,spotify:track:5t8tw4qgpPcdBSXBS1rrG1,https://api.spotify.com/v1/tracks/5t8tw4qgpPcdBSXBS1rrG1,https://api.spotify.com/v1/audio-analysis/5t8tw4qgpPcdBSXBS1rrG1,274026.0,4.0,not_hot,3,0
96,Mädchen meiner Träume,Die Türen,7iuipDXc1JO9DbhUqLOxeY,0.746,0.697,9.0,-8.371,1.0,0.0272,0.0102,7.54e-05,0.108,0.782,112.012,audio_features,7iuipDXc1JO9DbhUqLOxeY,spotify:track:7iuipDXc1JO9DbhUqLOxeY,https://api.spotify.com/v1/tracks/7iuipDXc1JO9DbhUqLOxeY,https://api.spotify.com/v1/audio-analysis/7iuipDXc1JO9DbhUqLOxeY,245187.0,4.0,not_hot,3,0
97,Bahl Fwd,Skream,0JGesdhQ6ljlNLGjJzp6dG,0.723,0.551,7.0,-9.386,1.0,0.0496,0.0086,0.801,0.185,0.104,140.08,audio_features,0JGesdhQ6ljlNLGjJzp6dG,spotify:track:0JGesdhQ6ljlNLGjJzp6dG,https://api.spotify.com/v1/tracks/0JGesdhQ6ljlNLGjJzp6dG,https://api.spotify.com/v1/audio-analysis/0JGesdhQ6ljlNLGjJzp6dG,305187.0,4.0,not_hot,6,0
98,Ohio,Lawrence Welk,0uVVmEgcmlLvitIab2bSNi,0.665,0.348,7.0,-8.722,0.0,0.0396,0.705,0.0269,0.363,0.692,111.482,audio_features,0uVVmEgcmlLvitIab2bSNi,spotify:track:0uVVmEgcmlLvitIab2bSNi,https://api.spotify.com/v1/tracks/0uVVmEgcmlLvitIab2bSNi,https://api.spotify.com/v1/audio-analysis/0uVVmEgcmlLvitIab2bSNi,176533.0,4.0,not_hot,2,0
99,Over & Done,Roger Chapman,4GgIkpZmwJKsvre1yuyxZw,0.807,0.553,4.0,-10.691,1.0,0.0296,0.291,0.487,0.189,0.662,109.416,audio_features,4GgIkpZmwJKsvre1yuyxZw,spotify:track:4GgIkpZmwJKsvre1yuyxZw,https://api.spotify.com/v1/tracks/4GgIkpZmwJKsvre1yuyxZw,https://api.spotify.com/v1/audio-analysis/4GgIkpZmwJKsvre1yuyxZw,279867.0,4.0,not_hot,6,0
101,Lubricant Games,The Orchestra,3xrT4UZX4far8E2zm9uHRy,0.333,0.474,2.0,-14.377,1.0,0.0555,0.317,0.926,0.0943,0.043,104.291,audio_features,3xrT4UZX4far8E2zm9uHRy,spotify:track:3xrT4UZX4far8E2zm9uHRy,https://api.spotify.com/v1/tracks/3xrT4UZX4far8E2zm9uHRy,https://api.spotify.com/v1/audio-analysis/3xrT4UZX4far8E2zm9uHRy,487467.0,4.0,not_hot,12,0
102,Stay,Kevin Toney,71jCH3wWmIrpnuDy7EuoB9,0.651,0.492,9.0,-11.103,0.0,0.0433,0.341,0.242,0.177,0.539,77.977,audio_features,71jCH3wWmIrpnuDy7EuoB9,spotify:track:71jCH3wWmIrpnuDy7EuoB9,https://api.spotify.com/v1/tracks/71jCH3wWmIrpnuDy7EuoB9,https://api.spotify.com/v1/audio-analysis/71jCH3wWmIrpnuDy7EuoB9,316040.0,4.0,not_hot,3,0
105,Expoobident (Take 3),Lee Morgan,6qY4sd36pNR5cBKJ3vQuvs,0.612,0.36,0.0,-13.641,0.0,0.0367,0.454,0.0951,0.151,0.617,132.003,audio_features,6qY4sd36pNR5cBKJ3vQuvs,spotify:track:6qY4sd36pNR5cBKJ3vQuvs,https://api.spotify.com/v1/tracks/6qY4sd36pNR5cBKJ3vQuvs,https://api.spotify.com/v1/audio-analysis/6qY4sd36pNR5cBKJ3vQuvs,306644.0,4.0,not_hot,2,0
106,Pretty For You,The Verve Pipe,2T8Mil3cQwH3V1Jx96LRlP,0.573,0.667,2.0,-12.871,1.0,0.0351,0.00183,2.38e-05,0.129,0.682,132.065,audio_features,2T8Mil3cQwH3V1Jx96LRlP,spotify:track:2T8Mil3cQwH3V1Jx96LRlP,https://api.spotify.com/v1/tracks/2T8Mil3cQwH3V1Jx96LRlP,https://api.spotify.com/v1/audio-analysis/2T8Mil3cQwH3V1Jx96LRlP,269373.0,4.0,not_hot,5,0
107,Stryderman,Tinchy Stryder,38mY3BEwdyj21saDsigv12,0.692,0.875,7.0,-3.065,0.0,0.211,0.00838,0.0,0.223,0.547,114.926,audio_features,38mY3BEwdyj21saDsigv12,spotify:track:38mY3BEwdyj21saDsigv12,https://api.spotify.com/v1/tracks/38mY3BEwdyj21saDsigv12,https://api.spotify.com/v1/audio-analysis/38mY3BEwdyj21saDsigv12,248013.0,4.0,not_hot,8,0
111,Lo Que Yo Se De Ti,HA-ASH,7v946LeFBdcfPy9FuASkk2,0.425,0.459,7.0,-7.331,0.0,0.0283,0.59,0.0,0.125,0.129,151.866,audio_features,7v946LeFBdcfPy9FuASkk2,spotify:track:7v946LeFBdcfPy9FuASkk2,https://api.spotify.com/v1/tracks/7v946LeFBdcfPy9FuASkk2,https://api.spotify.com/v1/audio-analysis/7v946LeFBdcfPy9FuASkk2,226067.0,4.0,not_hot,0,0
112,Cut The Format,Beat Hackers,3ZNtTYkqdKcLEx6UbgqqWO,0.585,0.854,11.0,-5.397,0.0,0.0608,0.000854,0.824,0.111,0.485,145.0,audio_features,3ZNtTYkqdKcLEx6UbgqqWO,spotify:track:3ZNtTYkqdKcLEx6UbgqqWO,https://api.spotify.com/v1/tracks/3ZNtTYkqdKcLEx6UbgqqWO,https://api.spotify.com/v1/audio-analysis/3ZNtTYkqdKcLEx6UbgqqWO,463787.0,4.0,not_hot,6,0
115,When the walls go down (live),Evergrey,1RAEPk2tvB2mHpuNk89bF6,0.175,0.706,2.0,-7.359,1.0,0.0426,0.000171,0.789,0.322,0.296,70.15,audio_features,1RAEPk2tvB2mHpuNk89bF6,spotify:track:1RAEPk2tvB2mHpuNk89bF6,https://api.spotify.com/v1/tracks/1RAEPk2tvB2mHpuNk89bF6,https://api.spotify.com/v1/audio-analysis/1RAEPk2tvB2mHpuNk89bF6,328240.0,4.0,not_hot,12,-1
116,Saint Martha Blues,Otis Taylor,2uhcx0U4Aa9MrRt5egf0Uk,0.537,0.375,8.0,-10.06,0.0,0.0516,0.645,0.000775,0.134,0.308,127.8,audio_features,2uhcx0U4Aa9MrRt5egf0Uk,spotify:track:2uhcx0U4Aa9MrRt5egf0Uk,https://api.spotify.com/v1/tracks/2uhcx0U4Aa9MrRt5egf0Uk,https://api.spotify.com/v1/audio-analysis/2uhcx0U4Aa9MrRt5egf0Uk,255760.0,3.0,not_hot,0,0
118,Something To Write Home About,Pickin' On Series,1CrnMT2nkLSkbBgRZJ13Aq,0.505,0.41,9.0,-11.707,1.0,0.029,0.556,0.896,0.234,0.657,111.87,audio_features,1CrnMT2nkLSkbBgRZJ13Aq,spotify:track:1CrnMT2nkLSkbBgRZJ13Aq,https://api.spotify.com/v1/tracks/1CrnMT2nkLSkbBgRZJ13Aq,https://api.spotify.com/v1/audio-analysis/1CrnMT2nkLSkbBgRZJ13Aq,196400.0,4.0,not_hot,10,0
119,It Must Be Love,Alan Jackson,16OFkCrdYH524sqvTPt6CT,0.816,0.669,6.0,-7.925,1.0,0.0295,0.284,0.0,0.0563,0.967,112.132,audio_features,16OFkCrdYH524sqvTPt6CT,spotify:track:16OFkCrdYH524sqvTPt6CT,https://api.spotify.com/v1/tracks/16OFkCrdYH524sqvTPt6CT,https://api.spotify.com/v1/audio-analysis/16OFkCrdYH524sqvTPt6CT,171813.0,4.0,not_hot,3,0
120,Give It Up,Avalon,7G69BsbYFUpQHblDxzJTGi,0.516,0.88,2.0,-8.414,1.0,0.0288,0.162,0.0438,0.182,0.523,102.365,audio_features,7G69BsbYFUpQHblDxzJTGi,spotify:track:7G69BsbYFUpQHblDxzJTGi,https://api.spotify.com/v1/tracks/7G69BsbYFUpQHblDxzJTGi,https://api.spotify.com/v1/audio-analysis/7G69BsbYFUpQHblDxzJTGi,253267.0,4.0,not_hot,1,0
121,She Likes To Boogie Real Low,Frankie Lee Sims,3gVuoeLUHaJglCvLb0QgE8,0.647,0.88,0.0,-6.575,0.0,0.0766,0.743,1.68e-05,0.252,0.819,140.046,audio_features,3gVuoeLUHaJglCvLb0QgE8,spotify:track:3gVuoeLUHaJglCvLb0QgE8,https://api.spotify.com/v1/tracks/3gVuoeLUHaJglCvLb0QgE8,https://api.spotify.com/v1/audio-analysis/3gVuoeLUHaJglCvLb0QgE8,128560.0,4.0,not_hot,5,0
123,Before the Trenches,The Bear Quartet,4DKmcRCDHhJnYCzuexdbs0,0.291,0.726,9.0,-7.097,1.0,0.0306,0.000322,2.35e-06,0.0763,0.613,149.995,audio_features,4DKmcRCDHhJnYCzuexdbs0,spotify:track:4DKmcRCDHhJnYCzuexdbs0,https://api.spotify.com/v1/tracks/4DKmcRCDHhJnYCzuexdbs0,https://api.spotify.com/v1/audio-analysis/4DKmcRCDHhJnYCzuexdbs0,223893.0,4.0,not_hot,13,0
124,26 Miles (Santa Catalina),The Four Preps,66HLCz8021x20bXxz9nGkG,0.64,0.388,9.0,-12.728,1.0,0.0426,0.715,0.00278,0.324,0.376,121.244,audio_features,66HLCz8021x20bXxz9nGkG,spotify:track:66HLCz8021x20bXxz9nGkG,https://api.spotify.com/v1/tracks/66HLCz8021x20bXxz9nGkG,https://api.spotify.com/v1/audio-analysis/66HLCz8021x20bXxz9nGkG,146000.0,4.0,not_hot,2,0
125,Stel,Harrie Jekkers,1a454OoabLKOVELkgkVYKP,0.489,0.414,0.0,-14.17,1.0,0.508,0.812,0.0,0.7,0.538,128.058,audio_features,1a454OoabLKOVELkgkVYKP,spotify:track:1a454OoabLKOVELkgkVYKP,https://api.spotify.com/v1/tracks/1a454OoabLKOVELkgkVYKP,https://api.spotify.com/v1/audio-analysis/1a454OoabLKOVELkgkVYKP,345053.0,4.0,not_hot,9,0
127,Definition Of House,DJ Hell,2WcBkqU2YA9ytKf21iKvwy,0.64,0.854,3.0,-13.87,0.0,0.0386,0.00687,0.886,0.117,0.369,134.996,audio_features,2WcBkqU2YA9ytKf21iKvwy,spotify:track:2WcBkqU2YA9ytKf21iKvwy,https://api.spotify.com/v1/tracks/2WcBkqU2YA9ytKf21iKvwy,https://api.spotify.com/v1/audio-analysis/2WcBkqU2YA9ytKf21iKvwy,428400.0,4.0,not_hot,6,0
128,All You Get From Love Is A Love Song,Carpenters,0iscir8JzbagvY3p3uQyqf,0.571,0.521,10.0,-12.508,1.0,0.0317,0.295,0.0,0.0728,0.895,121.75,audio_features,0iscir8JzbagvY3p3uQyqf,spotify:track:0iscir8JzbagvY3p3uQyqf,https://api.spotify.com/v1/tracks/0iscir8JzbagvY3p3uQyqf,https://api.spotify.com/v1/audio-analysis/0iscir8JzbagvY3p3uQyqf,226533.0,4.0,not_hot,2,0
130,That's All I Can Say,Sierra Hull,6V9hCLgLfQ99qRbgkbKOp9,0.565,0.599,11.0,-10.458,1.0,0.0326,0.489,0.0529,0.203,0.948,118.161,audio_features,6V9hCLgLfQ99qRbgkbKOp9,spotify:track:6V9hCLgLfQ99qRbgkbKOp9,https://api.spotify.com/v1/tracks/6V9hCLgLfQ99qRbgkbKOp9,https://api.spotify.com/v1/audio-analysis/6V9hCLgLfQ99qRbgkbKOp9,170480.0,4.0,not_hot,2,0
131,Tonite'S Tha Night,Kris Kross,53Bg1jmAmZ2dv1XwKYjDqo,0.743,0.523,5.0,-5.456,0.0,0.103,0.0231,0.0309,0.0701,0.789,90.974,audio_features,53Bg1jmAmZ2dv1XwKYjDqo,spotify:track:53Bg1jmAmZ2dv1XwKYjDqo,https://api.spotify.com/v1/tracks/53Bg1jmAmZ2dv1XwKYjDqo,https://api.spotify.com/v1/audio-analysis/53Bg1jmAmZ2dv1XwKYjDqo,199293.0,4.0,not_hot,3,0
132,Prayer of A Homeless Wanderer,Peter Rowan,7uEk4tiSknbZoMfBK99fX4,0.567,0.286,4.0,-17.863,0.0,0.0269,0.615,0.00403,0.0774,0.628,95.197,audio_features,7uEk4tiSknbZoMfBK99fX4,spotify:track:7uEk4tiSknbZoMfBK99fX4,https://api.spotify.com/v1/tracks/7uEk4tiSknbZoMfBK99fX4,https://api.spotify.com/v1/audio-analysis/7uEk4tiSknbZoMfBK99fX4,280067.0,4.0,not_hot,7,-1
133,I Pray (Never Forget),Amanda Perez,3ZlGwCGlf0pMHZhEHpa3wJ,0.724,0.441,0.0,-7.341,1.0,0.0277,0.586,0.0,0.095,0.675,122.077,audio_features,3ZlGwCGlf0pMHZhEHpa3wJ,spotify:track:3ZlGwCGlf0pMHZhEHpa3wJ,https://api.spotify.com/v1/tracks/3ZlGwCGlf0pMHZhEHpa3wJ,https://api.spotify.com/v1/audio-analysis/3ZlGwCGlf0pMHZhEHpa3wJ,227627.0,4.0,not_hot,2,0
134,Redruth School,Polygon Window,7AoLmAnRPyLZipYaNs21LA,0.685,0.599,6.0,-16.325,1.0,0.0762,0.0168,0.674,0.0408,0.799,160.062,audio_features,7AoLmAnRPyLZipYaNs21LA,spotify:track:7AoLmAnRPyLZipYaNs21LA,https://api.spotify.com/v1/tracks/7AoLmAnRPyLZipYaNs21LA,https://api.spotify.com/v1/audio-analysis/7AoLmAnRPyLZipYaNs21LA,163200.0,5.0,not_hot,6,-1
138,Area 51,Richi M.,0NspKRruFCkLRcjACmjjRk,0.736,0.984,5.0,-6.366,0.0,0.0902,0.00135,0.843,0.156,0.73,137.98,audio_features,0NspKRruFCkLRcjACmjjRk,spotify:track:0NspKRruFCkLRcjACmjjRk,https://api.spotify.com/v1/tracks/0NspKRruFCkLRcjACmjjRk,https://api.spotify.com/v1/audio-analysis/0NspKRruFCkLRcjACmjjRk,465493.0,4.0,not_hot,6,0
140,Doom [Reprise Version],Ron Carter,1Lq5E9atlaxI3Y09KB0t2W,0.303,0.0464,1.0,-31.862,1.0,0.0381,0.959,0.927,0.115,0.114,80.106,audio_features,1Lq5E9atlaxI3Y09KB0t2W,spotify:track:1Lq5E9atlaxI3Y09KB0t2W,https://api.spotify.com/v1/tracks/1Lq5E9atlaxI3Y09KB0t2W,https://api.spotify.com/v1/audio-analysis/1Lq5E9atlaxI3Y09KB0t2W,394321.0,3.0,not_hot,4,-1
141,Sorry (Live),4 Skins,634QB3bfWo0RUOTXFQLeJM,0.323,0.846,7.0,-5.444,1.0,0.0493,0.00442,0.06,0.376,0.358,90.258,audio_features,634QB3bfWo0RUOTXFQLeJM,spotify:track:634QB3bfWo0RUOTXFQLeJM,https://api.spotify.com/v1/tracks/634QB3bfWo0RUOTXFQLeJM,https://api.spotify.com/v1/audio-analysis/634QB3bfWo0RUOTXFQLeJM,201773.0,4.0,not_hot,1,0
142,Ruido,Eskorzo,1NkoBUKkZ4Y52JzB3xnqt9,0.319,0.921,1.0,-3.922,0.0,0.133,0.161,2.73e-06,0.195,0.689,191.436,audio_features,1NkoBUKkZ4Y52JzB3xnqt9,spotify:track:1NkoBUKkZ4Y52JzB3xnqt9,https://api.spotify.com/v1/tracks/1NkoBUKkZ4Y52JzB3xnqt9,https://api.spotify.com/v1/audio-analysis/1NkoBUKkZ4Y52JzB3xnqt9,171085.0,4.0,not_hot,13,-1
143,Still Preachin',T-Bone,0zemRGuQVryci0hw2Iqwuq,0.903,0.857,7.0,-8.287,0.0,0.235,0.176,0.0,0.0527,0.72,95.673,audio_features,0zemRGuQVryci0hw2Iqwuq,spotify:track:0zemRGuQVryci0hw2Iqwuq,https://api.spotify.com/v1/tracks/0zemRGuQVryci0hw2Iqwuq,https://api.spotify.com/v1/audio-analysis/0zemRGuQVryci0hw2Iqwuq,275064.0,4.0,not_hot,8,0
144,Free Ride,Edgar Winter,4DhbiXEuV7JxSR0wuqetTa,0.674,0.686,2.0,-11.927,1.0,0.0597,0.29,0.00322,0.189,0.814,124.204,audio_features,4DhbiXEuV7JxSR0wuqetTa,spotify:track:4DhbiXEuV7JxSR0wuqetTa,https://api.spotify.com/v1/tracks/4DhbiXEuV7JxSR0wuqetTa,https://api.spotify.com/v1/audio-analysis/4DhbiXEuV7JxSR0wuqetTa,187173.0,4.0,not_hot,3,0
146,Ghost Range (E-Pro),Beck,7xruM2eQ5YmtH4vzjMR6GU,0.787,0.798,4.0,-4.274,0.0,0.113,0.0205,0.656,0.0935,0.517,95.754,audio_features,7xruM2eQ5YmtH4vzjMR6GU,spotify:track:7xruM2eQ5YmtH4vzjMR6GU,https://api.spotify.com/v1/tracks/7xruM2eQ5YmtH4vzjMR6GU,https://api.spotify.com/v1/audio-analysis/7xruM2eQ5YmtH4vzjMR6GU,263827.0,4.0,not_hot,6,0
147,Who's That Girl?,Eve,3uVE5vLKkigiWBOQEgmdDk,0.77,0.86,6.0,-3.702,1.0,0.19,0.0159,0.000713,0.0682,0.547,96.428,audio_features,3uVE5vLKkigiWBOQEgmdDk,spotify:track:3uVE5vLKkigiWBOQEgmdDk,https://api.spotify.com/v1/tracks/3uVE5vLKkigiWBOQEgmdDk,https://api.spotify.com/v1/audio-analysis/3uVE5vLKkigiWBOQEgmdDk,281907.0,4.0,not_hot,8,0
148,It Could Happen To You,Chick Corea,3IE9e1hKYJcJURdEtEj21V,0.477,0.517,0.0,-14.067,1.0,0.0335,0.6,0.694,0.707,0.153,105.636,audio_features,3IE9e1hKYJcJURdEtEj21V,spotify:track:3IE9e1hKYJcJURdEtEj21V,https://api.spotify.com/v1/tracks/3IE9e1hKYJcJURdEtEj21V,https://api.spotify.com/v1/audio-analysis/3IE9e1hKYJcJURdEtEj21V,719973.0,4.0,not_hot,11,0
149,The Next Step You'll Take,Club 8,0SWAjysdw85mdXBPzAPpcC,0.819,0.534,1.0,-9.313,1.0,0.0295,0.407,5.29e-05,0.22,0.813,120.021,audio_features,0SWAjysdw85mdXBPzAPpcC,spotify:track:0SWAjysdw85mdXBPzAPpcC,https://api.spotify.com/v1/tracks/0SWAjysdw85mdXBPzAPpcC,https://api.spotify.com/v1/audio-analysis/0SWAjysdw85mdXBPzAPpcC,174333.0,4.0,not_hot,3,0
150,Avalon,Red Nichols and His 5 Pennies,4TaT0V1FIXYcaaqvSwYB9h,0.889,0.536,8.0,-9.135,1.0,0.037,0.946,0.857,0.0702,0.961,112.013,audio_features,4TaT0V1FIXYcaaqvSwYB9h,spotify:track:4TaT0V1FIXYcaaqvSwYB9h,https://api.spotify.com/v1/tracks/4TaT0V1FIXYcaaqvSwYB9h,https://api.spotify.com/v1/audio-analysis/4TaT0V1FIXYcaaqvSwYB9h,189649.0,4.0,not_hot,10,0
151,Love One Another (Friscia & Lamboy club mix),Cher,26WRF5CGJbovbDqEFeFm5B,0.758,0.824,0.0,-9.374,1.0,0.0469,0.00214,0.00307,0.0728,0.564,132.011,audio_features,26WRF5CGJbovbDqEFeFm5B,spotify:track:26WRF5CGJbovbDqEFeFm5B,https://api.spotify.com/v1/tracks/26WRF5CGJbovbDqEFeFm5B,https://api.spotify.com/v1/audio-analysis/26WRF5CGJbovbDqEFeFm5B,581267.0,4.0,not_hot,3,0
152,Till I'm Home Again,Cliff Richard,3gWWftln28RfvVrBJT5K8p,0.406,0.577,1.0,-8.358,1.0,0.0301,0.292,1.03e-05,0.214,0.393,169.348,audio_features,3gWWftln28RfvVrBJT5K8p,spotify:track:3gWWftln28RfvVrBJT5K8p,https://api.spotify.com/v1/tracks/3gWWftln28RfvVrBJT5K8p,https://api.spotify.com/v1/audio-analysis/3gWWftln28RfvVrBJT5K8p,314707.0,4.0,not_hot,13,1
